snapshot_id,floor_id,modality,mean,max,slope,variance,zScoreVsHistory,label
snapshot_1196,floor_1196,Temperature,19.8214,21.804,0.2015,1.0787,-1.8155,OccupancySurge
snapshot_1196,floor_1196,Motion,-0.0737,0.1543,-0.0363,0.2147,-2.2368,OccupancySurge
snapshot_1196,floor_1196,Temperature,21.3264,24.6329,0.0682,2.7033,-0.5613,OccupancySurge
snapshot_1196,floor_1196,Smoke,0.0225,0.0311,-0.2563,0.0338,0.2452,OccupancySurge
snapshot_1196,floor_1196,Motion,-0.1152,-0.0935,0.1472,0.3061,-2.652,OccupancySurge
snapshot_1196,floor_1196,Power,0.5661,0.7147,0.045,0.3152,1.1073,OccupancySurge
snapshot_1196,floor_1196,CO2,322.2568,509.6786,0.0937,100.5537,-2.1291,OccupancySurge
snapshot_1196,floor_1196,Humidity,54.8342,71.7331,0.043,9.1226,1.9668,OccupancySurge
snapshot_1196,floor_1196,Temperature,29.2319,30.7437,0.1687,2.6685,6.0265,OccupancySurge
snapshot_1196,floor_1196,CO2,233.4262,326.3872,0.2825,162.4865,-3.6096,OccupancySurge
snapshot_1196,floor_1196,Motion,0.331,0.5302,0.259,0.2359,1.8095,OccupancySurge
snapshot_1196,floor_1196,Power,0.596,0.6894,-0.1282,0.4236,1.3065,OccupancySurge
snapshot_1196,floor_1196,Humidity,37.9451,40.9165,0.05,13.7166,-1.411,OccupancySurge
snapshot_1196,floor_1196,Power,0.06,0.6198,0.1125,0.4675,-2.2667,OccupancySurge
snapshot_1196,floor_1196,Smoke,0.0202,0.045,-0.1554,0.0237,0.0209,OccupancySurge
snapshot_1196,floor_1196,Temperature,22.464,23.0276,0.036,3.0902,0.3866,OccupancySurge
snapshot_1196,floor_1196,Motion,0.2409,0.3618,0.1231,0.1482,0.909,OccupancySurge
snapshot_1196,floor_1196,CO2,756.4362,925.593,0.1868,156.1337,5.1073,OccupancySurge
snapshot_1196,floor_1196,Humidity,52.4359,59.4945,0.18,8.5683,1.4872,OccupancySurge
snapshot_1196,floor_1196,Power,0.2964,0.6693,0.0085,0.3417,-0.6904,OccupancySurge
snapshot_1196,floor_1196,Motion,0.2471,0.2939,-0.0159,0.1757,0.971,OccupancySurge
snapshot_1196,floor_1196,Temperature,21.5123,22.8295,0.3318,2.6498,-0.4064,OccupancySurge
snapshot_1197,floor_1197,Temperature,26.567,26.9906,-0.0151,0.9399,3.8058,FireSmoke
snapshot_1197,floor_1197,Power,0.7384,1.0055,0.0756,0.3794,2.2561,FireSmoke
snapshot_1197,floor_1197,CO2,745.7092,850.2676,-0.0853,123.7097,4.9285,FireSmoke
snapshot_1197,floor_1197,Humidity,23.463,36.928,-0.0704,20.1438,-4.3074,FireSmoke
snapshot_1197,floor_1197,Smoke,0.098,0.1196,0.0043,0.0249,7.8024,FireSmoke
snapshot_1197,floor_1197,CO2,664.1568,840.1208,0.0672,161.1399,3.5693,FireSmoke
snapshot_1197,floor_1197,Power,0.234,0.2915,-0.0431,0.3485,-1.1067,FireSmoke
snapshot_1197,floor_1197,Motion,0.155,0.3841,0.1145,0.2684,0.0502,FireSmoke
snapshot_1197,floor_1197,Smoke,0.0458,0.0753,-0.0666,0.0282,2.5802,FireSmoke
snapshot_1197,floor_1197,Humidity,35.4322,48.0498,-0.0563,18.2685,-1.9136,FireSmoke
snapshot_1197,floor_1197,Temperature,26.767,29.3071,0.3154,3.4288,3.9725,FireSmoke
snapshot_1197,floor_1197,CO2,431.3783,491.1578,0.0767,109.2936,-0.3104,FireSmoke
snapshot_1197,floor_1197,Power,0.2518,0.4157,-0.0079,0.3255,-0.9881,FireSmoke
snapshot_1197,floor_1197,Motion,0.056,0.3,0.1439,0.2721,-0.9398,FireSmoke
snapshot_1197,floor_1197,Power,0.2023,0.8419,0.0861,0.3448,-1.3181,FireSmoke
snapshot_1197,floor_1197,Smoke,0.066,0.0854,-0.2106,0.0358,4.5972,FireSmoke
snapshot_1197,floor_1197,Humidity,66.7249,78.4363,0.0623,7.9076,4.345,FireSmoke
snapshot_1197,floor_1197,CO2,579.042,720.7272,0.1724,154.6327,2.1507,FireSmoke
snapshot_1197,floor_1197,Motion,-0.2904,-0.2416,0.086,0.2654,-4.4042,FireSmoke
snapshot_1197,floor_1197,CO2,430.1424,539.6552,0.1199,145.6855,-0.331,FireSmoke
snapshot_1197,floor_1197,Temperature,21.3898,21.9165,-0.0252,3.1009,-0.5085,FireSmoke
snapshot_1197,floor_1197,CO2,600.9417,628.0677,-0.1072,132.6617,2.5157,FireSmoke
snapshot_1197,floor_1197,Power,0.7179,0.8571,-0.1482,0.2678,2.1193,FireSmoke
snapshot_1197,floor_1197,Motion,0.0087,0.0943,0.029,0.3246,-1.4132,FireSmoke
snapshot_1197,floor_1197,Temperature,20.2134,20.7887,-0.0751,1.8365,-1.4888,FireSmoke
snapshot_1197,floor_1197,Smoke,0.0221,0.0241,-0.1161,0.0204,0.2106,FireSmoke
snapshot_1197,floor_1197,Power,1.1601,1.6948,-0.0208,0.2085,5.0672,FireSmoke
snapshot_1197,floor_1197,Temperature,22.3831,23.383,-0.051,2.2736,0.3193,FireSmoke
snapshot_1197,floor_1197,Humidity,47.9312,54.4902,0.0855,7.9501,0.5862,FireSmoke
snapshot_1197,floor_1197,Power,0.8545,1.2239,-0.0596,0.1873,3.03,FireSmoke
snapshot_1197,floor_1197,CO2,770.4317,894.2212,-0.0257,160.6989,5.3405,FireSmoke
snapshot_1197,floor_1197,Humidity,45.8849,56.182,-0.0317,12.085,0.177,FireSmoke
snapshot_1197,floor_1197,Motion,-0.038,0.0644,-0.0273,0.2295,-1.8797,FireSmoke
snapshot_1197,floor_1197,Humidity,47.6037,65.2392,-0.0712,13.9573,0.5207,FireSmoke
snapshot_1197,floor_1197,Smoke,0.2237,0.2272,0.2427,0.0227,20.3676,FireSmoke
snapshot_1197,floor_1197,Temperature,27.7545,31.4917,0.2387,2.447,4.7955,FireSmoke
snapshot_1197,floor_1197,CO2,661.1654,690.7904,0.2304,180.4217,3.5194,FireSmoke
snapshot_1197,floor_1197,Power,0.1281,0.3509,-0.2646,0.2363,-1.8129,FireSmoke
snapshot_1197,floor_1197,Motion,0.0333,0.0509,-0.1252,0.2397,-1.1667,FireSmoke
snapshot_1198,floor_1198,Motion,-0.0703,0.7417,0.048,0.2008,-2.2027,SpoofingAttack
snapshot_1198,floor_1198,CO2,457.0316,463.3564,0.2349,115.0479,0.1172,SpoofingAttack
snapshot_1198,floor_1198,Humidity,56.0155,69.3972,-0.0102,8.1524,2.2031,SpoofingAttack
snapshot_1198,floor_1198,Smoke,0.0465,0.0489,0.0289,0.0282,2.6538,SpoofingAttack
snapshot_1198,floor_1198,Temperature,24.7777,26.6416,0.0121,2.8251,2.3148,SpoofingAttack
snapshot_1198,floor_1198,Power,0.9104,1.4326,-0.0247,0.3503,3.4026,SpoofingAttack
snapshot_1198,floor_1198,Temperature,24.4925,25.1974,-0.132,3.5976,2.0771,SpoofingAttack
snapshot_1198,floor_1198,Humidity,59.8487,62.6351,0.1432,16.1409,2.9697,SpoofingAttack
snapshot_1198,floor_1198,CO2,391.7439,491.6819,0.1614,175.4957,-0.9709,SpoofingAttack
snapshot_1198,floor_1198,Smoke,-0.0004,0.009,-0.0707,0.0179,-2.0362,SpoofingAttack
snapshot_1198,floor_1198,CO2,580.9177,632.7561,-0.0797,150.1515,2.182,SpoofingAttack
snapshot_1198,floor_1198,Temperature,20.98,21.3638,0.0475,2.5454,-0.85,SpoofingAttack
snapshot_1198,floor_1198,Power,-0.3897,-0.3651,-0.0065,0.2221,-5.2645,SpoofingAttack
snapshot_1198,floor_1198,Humidity,36.7836,41.2254,0.0867,8.1887,-1.6433,SpoofingAttack
snapshot_1198,floor_1198,Motion,-0.104,-0.0277,0.0135,0.2941,-2.5397,SpoofingAttack
snapshot_1198,floor_1198,Smoke,0.0265,0.0372,0.0225,0.0217,0.6464,SpoofingAttack
snapshot_1198,floor_1198,Temperature,28.9905,33.0647,0.2919,4.1749,5.8254,SpoofingAttack
snapshot_1198,floor_1198,Smoke,0.0127,0.0537,-0.0768,0.0294,-0.7291,SpoofingAttack
snapshot_1198,floor_1198,Power,0.4476,0.6942,0.3468,0.3756,0.3176,SpoofingAttack
snapshot_1198,floor_1198,Humidity,51.8611,63.207,0.0962,9.3682,1.3722,SpoofingAttack
snapshot_1198,floor_1198,Motion,-0.0626,0.0931,-0.125,0.297,-2.1257,SpoofingAttack
snapshot_1198,floor_1198,CO2,723.3537,890.9657,0.4066,69.3143,4.5559,SpoofingAttack
snapshot_1198,floor_1198,Humidity,40.9654,52.4388,0.1717,6.5141,-0.8069,SpoofingAttack
snapshot_1198,floor_1198,Motion,0.5692,1.0416,0.1963,0.2463,4.192,SpoofingAttack
snapshot_1198,floor_1198,CO2,470.4122,605.5521,-0.0411,143.7929,0.3402,SpoofingAttack
snapshot_1198,floor_1198,Temperature,22.4583,24.8658,-0.3029,3.1681,0.3819,SpoofingAttack
snapshot_1198,floor_1198,Humidity,60.573,67.0908,0.1218,11.1268,3.1146,SpoofingAttack
snapshot_1198,floor_1198,Smoke,-0.0134,0.0147,0.0415,0.0188,-3.3429,SpoofingAttack
snapshot_1198,floor_1198,Motion,0.0652,0.2263,0.0019,0.2202,-0.8477,SpoofingAttack
snapshot_1198,floor_1198,Power,0.7181,0.8227,0.2015,0.4186,2.1208,SpoofingAttack
snapshot_1198,floor_1198,Temperature,23.35,23.42,0.1998,4.2529,1.125,SpoofingAttack
snapshot_1198,floor_1198,CO2,736.1767,782.2437,0.328,141.8134,4.7696,SpoofingAttack
snapshot_1198,floor_1198,Power,0.1929,0.515,-0.1646,0.2355,-1.3806,SpoofingAttack
snapshot_1198,floor_1198,CO2,516.8163,554.6041,-0.0274,122.9018,1.1136,SpoofingAttack
snapshot_1198,floor_1198,Temperature,28.0425,31.8627,-0.1073,2.1559,5.0354,SpoofingAttack
snapshot_1198,floor_1198,Temperature,20.7703,21.7343,0.092,1.6968,-1.0248,SpoofingAttack
snapshot_1198,floor_1198,Motion,0.3329,0.4603,0.1132,0.2255,1.8285,SpoofingAttack
snapshot_1198,floor_1198,Power,1.1569,1.2239,-0.1051,0.686,5.0461,SpoofingAttack
snapshot_1198,floor_1198,Motion,0.6158,1.3186,0.0453,0.2457,4.6585,SpoofingAttack
snapshot_1198,floor_1198,Temperature,31.4441,33.4446,0.2819,1.4633,7.87,SpoofingAttack
snapshot_1198,floor_1198,CO2,741.0347,1005.0134,0.288,134.3812,4.8506,SpoofingAttack
snapshot_1199,floor_1199,Motion,-0.2873,-0.2019,-0.1996,0.1864,-4.3728,OccupancySurge
snapshot_1199,floor_1199,CO2,563.6389,703.4584,-0.0507,129.137,1.894,OccupancySurge
snapshot_1199,floor_1199,Temperature,17.9194,18.2375,0.1324,2.8683,-3.4005,OccupancySurge
snapshot_1199,floor_1199,Power,0.4894,0.721,0.036,0.5438,0.5961,OccupancySurge
snapshot_1199,floor_1199,Smoke,0.0224,0.0493,-0.0254,0.0342,0.2409,OccupancySurge
snapshot_1199,floor_1199,Power,0.6336,0.9833,-0.0805,0.2081,1.5576,OccupancySurge
snapshot_1199,floor_1199,Humidity,25.5905,56.0157,0.0395,13.916,-3.8819,OccupancySurge
snapshot_1199,floor_1199,CO2,750.6334,827.5735,0.2361,114.6975,5.0106,OccupancySurge
snapshot_1199,floor_1199,Motion,0.3302,0.7519,0.1496,0.1918,1.8017,OccupancySurge
snapshot_1199,floor_1199,Temperature,22.1283,23.0265,0.0957,2.0104,0.1069,OccupancySurge
snapshot_1199,floor_1199,CO2,640.6283,818.5033,0.4225,215.8027,3.1771,OccupancySurge
snapshot_1199,floor_1199,Smoke,-0.0122,0.0139,-0.0149,0.0263,-3.2179,OccupancySurge
snapshot_1199,floor_1199,Humidity,28.2781,31.6354,-0.1665,6.8635,-3.3444,OccupancySurge
snapshot_1199,floor_1199,Temperature,25.4897,26.467,0.376,2.5246,2.9081,OccupancySurge
snapshot_1199,floor_1199,CO2,426.2599,491.5391,0.2719,185.4295,-0.3957,OccupancySurge
snapshot_1199,floor_1199,Power,0.1003,0.2826,0.0028,0.186,-1.998,OccupancySurge
snapshot_1199,floor_1199,Smoke,0.0026,0.0392,0.0651,0.0237,-1.7351,OccupancySurge
snapshot_1199,floor_1199,Motion,-0.0226,0.2975,0.1436,0.1713,-1.7264,OccupancySurge
snapshot_1199,floor_1199,Temperature,24.521,24.7126,0.1601,4.4391,2.1008,OccupancySurge
snapshot_1199,floor_1199,Humidity,51.792,57.0706,0.1826,11.049,1.3584,OccupancySurge
snapshot_1199,floor_1199,Smoke,0.0186,0.0291,0.0109,0.0227,-0.1411,OccupancySurge
snapshot_1199,floor_1199,Temperature,28.0775,31.434,-0.0503,2.984,5.0645,OccupancySurge
snapshot_1199,floor_1199,Humidity,42.6203,73.5431,-0.2273,10.8639,-0.4759,OccupancySurge
snapshot_1199,floor_1199,Power,0.5283,0.7038,0.2666,0.5235,0.8555,OccupancySurge
snapshot_1199,floor_1199,CO2,414.2377,415.6145,0.207,83.6189,-0.596,OccupancySurge
snapshot_1199,floor_1199,Motion,-0.099,-0.0947,-0.0652,0.1527,-2.4903,OccupancySurge
snapshot_1199,floor_1199,Smoke,-0.0259,-0.0204,0.1909,0.0128,-4.5927,OccupancySurge
snapshot_1199,floor_1199,Temperature,33.3578,33.5677,0.2468,3.2538,9.4649,OccupancySurge
snapshot_1199,floor_1199,Humidity,69.1815,73.1445,-0.0274,8.5418,4.8363,OccupancySurge
snapshot_1199,floor_1199,Motion,0.3944,0.5125,-0.1735,0.1623,2.444,OccupancySurge
snapshot_1199,floor_1199,Smoke,0.0325,0.0727,-0.1534,0.0344,1.2475,OccupancySurge
snapshot_1199,floor_1199,Temperature,28.9681,30.4635,0.0167,5.0465,5.8067,OccupancySurge
snapshot_1199,floor_1199,CO2,701.8986,816.9129,-0.0434,123.3459,4.1983,OccupancySurge
snapshot_1199,floor_1199,Humidity,62.0854,68.7139,-0.2039,15.3757,3.4171,OccupancySurge
snapshot_1199,floor_1199,Power,0.944,1.0568,-0.1977,0.2793,3.6267,OccupancySurge
snapshot_1200,floor_1200,Motion,-0.3933,-0.3216,-0.0444,0.2059,-5.4331,Normal
snapshot_1200,floor_1200,Humidity,25.1182,27.1084,-0.1664,2.3342,-3.9764,Normal
snapshot_1200,floor_1200,CO2,484.9937,555.2539,-0.0457,149.4774,0.5832,Normal
snapshot_1200,floor_1200,Power,0.4549,0.5262,0.0937,0.4842,0.3658,Normal
snapshot_1200,floor_1200,Temperature,29.1241,32.6308,-0.0734,3.1283,5.9368,Normal
snapshot_1200,floor_1200,Power,0.4283,0.8274,-0.1635,0.4495,0.1888,Normal
snapshot_1200,floor_1200,Motion,0.1916,0.4972,-0.0797,0.2958,0.4157,Normal
snapshot_1200,floor_1200,Temperature,20.7999,22.052,-0.0887,2.215,-1.0,Normal
snapshot_1200,floor_1200,Humidity,33.8382,36.2534,-0.0292,14.4777,-2.2324,Normal
snapshot_1200,floor_1200,Smoke,0.0404,0.0631,-0.0568,0.0251,2.0404,Normal
snapshot_1200,floor_1200,Motion,0.0504,0.4969,0.1444,0.2234,-0.9963,Normal
snapshot_1200,floor_1200,Humidity,37.1519,38.1429,0.0023,3.4276,-1.5696,Normal
snapshot_1200,floor_1200,CO2,276.0784,283.4113,-0.0741,65.0965,-2.8987,Normal
snapshot_1200,floor_1200,Power,0.5897,1.1041,-0.03,0.2335,1.2644,Normal
snapshot_1200,floor_1200,Humidity,31.4688,54.7435,0.0161,13.1728,-2.7062,Normal
snapshot_1200,floor_1200,Temperature,23.5313,24.5338,0.0865,2.4309,1.2761,Normal
snapshot_1200,floor_1200,CO2,437.9983,556.8637,0.0024,138.2465,-0.2,Normal
snapshot_1200,floor_1200,Motion,0.1129,0.1565,0.0256,0.2837,-0.3708,Normal
snapshot_1200,floor_1200,Power,0.5753,0.8843,0.2541,0.3382,1.1685,Normal
snapshot_1200,floor_1200,Power,0.1745,0.4748,-0.0987,0.175,-1.5033,Normal
snapshot_1200,floor_1200,Smoke,0.0233,0.0282,0.0652,0.013,0.3302,Normal
snapshot_1200,floor_1200,Humidity,45.5565,50.9612,-0.1526,13.6197,0.1113,Normal
snapshot_1200,floor_1200,Motion,0.0234,0.0364,-0.0429,0.3093,-1.2656,Normal
snapshot_1200,floor_1200,Temperature,24.1935,24.7028,0.0007,2.5159,1.8279,Normal
snapshot_1200,floor_1200,CO2,285.427,290.0861,-0.0113,128.5703,-2.7429,Normal
snapshot_1200,floor_1200,CO2,845.8063,1096.188,-0.2963,149.9612,6.5968,Normal
snapshot_1200,floor_1200,Motion,-0.2734,0.0507,0.1231,0.1603,-4.2336,Normal
snapshot_1200,floor_1200,Smoke,0.0188,0.0318,0.1968,0.0228,-0.1227,Normal
snapshot_1200,floor_1200,Temperature,25.7897,27.9716,-0.0294,3.3073,3.1581,Normal
snapshot_1200,floor_1200,Power,0.6673,0.7053,-0.0172,0.5009,1.782,Normal
snapshot_1200,floor_1200,Smoke,0.0072,0.0388,-0.1865,0.0277,-1.2779,Normal
snapshot_1200,floor_1200,CO2,311.4695,464.8284,-0.0891,127.39,-2.3088,Normal
snapshot_1200,floor_1200,Humidity,33.108,39.2432,-0.1746,13.3136,-2.3784,Normal
snapshot_1200,floor_1200,Motion,0.339,0.5123,-0.0925,0.2737,1.8895,Normal
snapshot_1200,floor_1200,Power,0.5692,0.7447,0.2756,0.357,1.1281,Normal
snapshot_1200,floor_1200,Temperature,19.782,20.1101,0.0978,2.4669,-1.8483,Normal
snapshot_1201,floor_1201,Humidity,47.5819,51.8021,0.0525,14.3504,0.5164,FireSmoke
snapshot_1201,floor_1201,Smoke,0.0384,0.0404,0.2063,0.0186,1.8391,FireSmoke
snapshot_1201,floor_1201,CO2,399.509,685.9141,0.2406,188.1525,-0.8415,FireSmoke
snapshot_1201,floor_1201,Power,0.7712,1.243,0.1431,0.2721,2.4749,FireSmoke
snapshot_1201,floor_1201,Motion,0.4625,1.1415,0.0232,0.2638,3.1254,FireSmoke
snapshot_1201,floor_1201,Humidity,50.3784,55.1203,0.017,11.0076,1.0757,FireSmoke
snapshot_1201,floor_1201,CO2,446.874,559.2104,-0.1041,139.3665,-0.0521,FireSmoke
snapshot_1201,floor_1201,Power,0.4258,0.9332,0.032,0.3132,0.1719,FireSmoke
snapshot_1201,floor_1201,Smoke,0.0287,0.032,-0.1516,0.0114,0.8691,FireSmoke
snapshot_1201,floor_1201,Smoke,0.0313,0.0331,-0.2106,0.0311,1.1256,FireSmoke
snapshot_1201,floor_1201,Power,0.3616,0.42,-0.0956,0.3698,-0.2559,FireSmoke
snapshot_1201,floor_1201,Temperature,23.3057,23.5024,-0.0636,3.4562,1.0881,FireSmoke
snapshot_1201,floor_1201,Motion,0.2899,0.3806,0.0156,0.1921,1.3989,FireSmoke
snapshot_1201,floor_1201,Power,0.174,0.3782,0.0363,0.3882,-1.5063,FireSmoke
snapshot_1201,floor_1201,Temperature,24.742,28.6994,0.1737,2.3713,2.285,FireSmoke
snapshot_1201,floor_1201,CO2,532.0364,534.0037,0.1959,205.014,1.3673,FireSmoke
snapshot_1201,floor_1201,Smoke,0.0221,0.0618,0.084,0.02,0.2085,FireSmoke
snapshot_1201,floor_1201,Motion,0.4907,0.8439,0.0017,0.2108,3.4067,FireSmoke
snapshot_1201,floor_1201,Humidity,60.6658,62.8783,0.0459,9.1263,3.1332,FireSmoke
snapshot_1201,floor_1201,Humidity,41.5876,47.1306,-0.0201,7.8695,-0.6825,FireSmoke
snapshot_1201,floor_1201,CO2,782.6686,884.5901,0.2524,160.0021,5.5445,FireSmoke
snapshot_1201,floor_1201,Temperature,22.7958,24.6587,0.0838,1.8635,0.6632,FireSmoke
snapshot_1201,floor_1201,Power,-0.2251,0.8012,0.0411,0.3522,-4.1672,FireSmoke
snapshot_1201,floor_1201,Motion,0.065,0.2566,0.1207,0.2358,-0.8498,FireSmoke
snapshot_1201,floor_1201,Smoke,0.0012,0.0192,-0.069,0.0296,-1.8814,FireSmoke
snapshot_1201,floor_1201,Humidity,66.5809,69.0841,-0.011,10.7536,4.3162,FireSmoke
snapshot_1201,floor_1201,CO2,630.6122,729.5812,0.0061,111.9863,3.0102,FireSmoke
snapshot_1201,floor_1201,Motion,0.1373,0.2348,-0.0309,0.1315,-0.1274,FireSmoke
snapshot_1201,floor_1201,Smoke,0.0259,0.0287,0.0413,0.0297,0.5869,FireSmoke
snapshot_1201,floor_1201,Temperature,26.8339,27.0722,0.0188,2.4437,4.0283,FireSmoke
snapshot_1201,floor_1201,Power,0.9863,1.3902,-0.1218,0.2827,3.9087,FireSmoke
snapshot_1201,floor_1201,Smoke,0.0267,0.0271,0.0833,0.0209,0.665,FireSmoke
snapshot_1201,floor_1201,Motion,0.4366,0.5562,-0.0339,0.1692,2.8657,FireSmoke
snapshot_1201,floor_1201,Temperature,23.8641,25.4518,-0.0528,2.8898,1.5534,FireSmoke
snapshot_1202,floor_1202,CO2,642.4003,738.3412,0.1059,146.2578,3.2067,FireSmoke
snapshot_1202,floor_1202,Temperature,22.2229,24.7996,-0.027,1.2581,0.1857,FireSmoke
snapshot_1202,floor_1202,Power,0.8206,0.8466,0.0454,0.2616,2.8039,FireSmoke
snapshot_1202,floor_1202,Motion,-0.2248,0.3111,-0.0247,0.1432,-3.7483,FireSmoke
snapshot_1202,floor_1202,Humidity,37.7822,51.869,0.2008,19.4876,-1.4436,FireSmoke
snapshot_1202,floor_1202,Power,0.6571,0.7118,0.1076,0.2967,1.7139,FireSmoke
snapshot_1202,floor_1202,CO2,587.6701,684.4852,0.2024,133.2048,2.2945,FireSmoke
snapshot_1202,floor_1202,Temperature,24.4639,28.4452,0.2417,3.7893,2.0533,FireSmoke
snapshot_1202,floor_1202,Motion,0.1123,0.2628,0.031,0.335,-0.3771,FireSmoke
snapshot_1202,floor_1202,Power,-0.1667,-0.1127,-0.0575,0.2185,-3.7783,FireSmoke
snapshot_1202,floor_1202,Humidity,45.3935,47.3414,0.0345,10.6561,0.0787,FireSmoke
snapshot_1202,floor_1202,Smoke,0.0699,0.0955,0.0243,0.0374,4.986,FireSmoke
snapshot_1202,floor_1202,CO2,454.4056,606.4829,0.0645,146.1023,0.0734,FireSmoke
snapshot_1202,floor_1202,Temperature,19.5284,23.8515,0.1246,2.3451,-2.0596,FireSmoke
snapshot_1202,floor_1202,CO2,240.2445,483.4345,-0.1647,128.2046,-3.4959,FireSmoke
snapshot_1202,floor_1202,Motion,0.2492,0.3453,-0.0486,0.1601,0.9922,FireSmoke
snapshot_1202,floor_1202,Smoke,0.0112,0.039,-0.1192,0.0313,-0.8787,FireSmoke
snapshot_1202,floor_1202,Humidity,24.8144,28.8245,-0.1237,8.2365,-4.0371,FireSmoke
snapshot_1202,floor_1202,Power,0.4666,1.0803,0.0649,0.4379,0.4442,FireSmoke
snapshot_1202,floor_1202,Temperature,19.6621,20.4152,0.0343,3.5614,-1.9483,FireSmoke
snapshot_1202,floor_1202,Temperature,27.5335,31.3013,0.1126,2.4988,4.6112,FireSmoke
snapshot_1202,floor_1202,Humidity,42.6236,44.3711,-0.1272,9.9029,-0.4753,FireSmoke
snapshot_1202,floor_1202,CO2,509.1276,619.9916,0.2379,133.5428,0.9855,FireSmoke
snapshot_1202,floor_1202,Motion,0.0965,0.4373,0.022,0.2141,-0.5354,FireSmoke
snapshot_1202,floor_1202,Smoke,-0.0252,-0.0051,0.0246,0.0229,-4.5176,FireSmoke
snapshot_1202,floor_1202,Power,0.4944,1.3973,-0.1106,0.0778,0.6291,FireSmoke
snapshot_1202,floor_1202,CO2,517.3188,608.2738,0.0486,163.8924,1.122,FireSmoke
snapshot_1202,floor_1202,Motion,0.1457,0.2608,-0.1975,0.3513,-0.0432,FireSmoke
snapshot_1202,floor_1202,Power,0.7142,1.0734,0.1669,0.4368,2.0945,FireSmoke
snapshot_1202,floor_1202,Temperature,21.4768,25.4987,0.1226,4.0699,-0.436,FireSmoke
snapshot_1202,floor_1202,Motion,0.1545,0.4558,0.2401,0.2653,0.045,FireSmoke
snapshot_1202,floor_1202,Temperature,20.5367,20.9516,-0.0263,3.4169,-1.2194,FireSmoke
snapshot_1202,floor_1202,Smoke,-0.0005,0.0137,-0.0124,0.0229,-2.0463,FireSmoke
snapshot_1202,floor_1202,Power,0.5076,0.5216,-0.0115,0.4149,0.7176,FireSmoke
snapshot_1202,floor_1202,CO2,309.63,524.3649,0.0031,129.8701,-2.3395,FireSmoke
snapshot_1202,floor_1202,Humidity,49.6799,51.248,0.0733,8.8821,0.936,FireSmoke
snapshot_1202,floor_1202,Humidity,54.6448,55.3023,-0.0483,12.7591,1.929,FireSmoke
snapshot_1202,floor_1202,CO2,541.3513,589.3223,0.1177,174.8833,1.5225,FireSmoke
snapshot_1202,floor_1202,Power,0.6432,0.7021,-0.0986,0.4525,1.6214,FireSmoke
snapshot_1202,floor_1202,Temperature,22.775,23.713,0.2425,2.8059,0.6459,FireSmoke
snapshot_1202,floor_1202,Motion,0.3514,0.4022,-0.1461,0.1797,2.0142,FireSmoke
snapshot_1202,floor_1202,CO2,512.9331,519.0766,0.0836,185.785,1.0489,FireSmoke
snapshot_1202,floor_1202,Smoke,-0.021,-0.0011,0.0751,0.0265,-4.099,FireSmoke
snapshot_1202,floor_1202,Temperature,26.9572,29.9126,0.0704,1.7246,4.131,FireSmoke
snapshot_1202,floor_1202,Power,0.6579,1.1583,-0.1198,0.3378,1.7196,FireSmoke
snapshot_1202,floor_1202,Humidity,28.2385,39.2398,-0.0907,10.559,-3.3523,FireSmoke
snapshot_1202,floor_1202,Motion,-0.1126,0.1219,0.1191,0.1841,-2.626,FireSmoke
snapshot_1203,floor_1203,Power,0.5059,0.5903,0.009,0.4455,0.7057,Normal
snapshot_1203,floor_1203,Motion,0.4718,0.8712,-0.0043,0.2993,3.218,Normal
snapshot_1203,floor_1203,Temperature,29.0887,33.8723,-0.0836,2.2263,5.9072,Normal
snapshot_1203,floor_1203,Smoke,-0.0106,0.0487,-0.1163,0.0283,-3.0584,Normal
snapshot_1203,floor_1203,CO2,433.6641,518.4522,0.0577,132.5774,-0.2723,Normal
snapshot_1203,floor_1203,Humidity,45.0471,55.9363,0.0174,8.3227,0.0094,Normal
snapshot_1203,floor_1203,Smoke,0.0302,0.0453,0.0993,0.0272,1.0198,Normal
snapshot_1203,floor_1203,Motion,0.0488,0.1886,-0.0534,0.1106,-1.0124,Normal
snapshot_1203,floor_1203,Humidity,61.7473,72.7255,-0.022,2.3516,3.3495,Normal
snapshot_1203,floor_1203,CO2,443.2072,624.1521,0.0163,182.6321,-0.1132,Normal
snapshot_1203,floor_1203,Power,0.0899,0.0961,-0.0161,0.3404,-2.0674,Normal
snapshot_1203,floor_1203,Temperature,19.2832,19.8302,-0.091,3.4811,-2.264,Normal
snapshot_1203,floor_1203,Smoke,0.0388,0.0795,-0.031,0.0265,1.8842,Normal
snapshot_1203,floor_1203,Temperature,21.3685,22.2769,0.1906,1.941,-0.5263,Normal
snapshot_1203,floor_1203,CO2,311.116,314.698,0.1949,173.5659,-2.3147,Normal
snapshot_1203,floor_1203,Motion,0.008,0.0208,-0.0847,0.2308,-1.4203,Normal
snapshot_1203,floor_1203,Smoke,0.0237,0.0441,0.1791,0.0283,0.3693,Normal
snapshot_1203,floor_1203,Power,-0.066,0.0794,0.1366,0.3036,-3.107,Normal
snapshot_1203,floor_1203,CO2,600.5397,718.094,0.0622,140.3842,2.509,Normal
snapshot_1203,floor_1203,Humidity,60.8723,68.3616,0.0496,11.462,3.1745,Normal
snapshot_1203,floor_1203,Motion,-0.1403,-0.0689,-0.08,0.1756,-2.9025,Normal
